path,name,category,rect_transform_count,game_object_count,startup_score,startup_keywords,sample_node_names,large_rect_count
Assets/Resources/prefabs/ui/popup/UIPopup_Inventory.prefab,UIPopup_Inventory,popup,131,131,0,,UIPopup_Inventory|Dim|BG|ProduceInventory|BG|Color|Image|Image_1|Image_2|TOT|Image|Image_1,7
Assets/Resources/prefabs/ui/popup/UiPopup_LevelPass.prefab,UiPopup_LevelPass,popup,1,1,0,,UiPopup_LevelPass,0
Assets/Resources/prefabs/ui/popup/UIPopup_LevelPass_01.prefab,UIPopup_LevelPass_01,popup,160,179,0,,UIPopup_LevelPass_01|Dim|BannerBG|MainImg_0|Img_Loop_B|GameObject|Color1|Color2|Color3|GameObject|Color1|Color2,12
Assets/Resources/prefabs/ui/popup/UIPopup_LevelPass_02.prefab,UIPopup_LevelPass_02,popup,160,179,0,,UIPopup_LevelPass_02|Dim|BannerBG|MainImg_0|Img_Loop_B|GameObject|Color1|Color2|Color3|GameObject|Color1|Color2,12
Assets/Resources/prefabs/ui/popup/UIPopup_LevelPass_03.prefab,UIPopup_LevelPass_03,popup,160,179,0,,UIPopup_LevelPass_03|Dim|BannerBG|MainImg_0|Img_Loop_B|GameObject|Color1|Color2|Color3|GameObject|Color1|Color2,12
Assets/Resources/prefabs/ui/popup/UIPopup_LevelPassBase.prefab,UIPopup_LevelPassBase,popup,160,179,0,,UIPopup_LevelPassBase|Dim|BannerBG|MainImg_0|Img_Loop_B|GameObject|Color1|Color2|Color3|GameObject|Color1|Color2,12
Assets/Resources/prefabs/ui/popup/UIPopup_LevelPassClose_PassCheck.prefab,UIPopup_LevelPassClose_PassCheck,popup,21,21,0,,UIPopup_LevelPassClose_PassCheck|Dim|BG|TextTitle|RemainRewardList|BG|RemainRewardTitle|Text_B|BtnArea|Btn_Yes|Btn_Red|Image,2
Assets/Resources/prefabs/ui/popup/UIPopup_LikeAbilityBlockInfo.prefab,UIPopup_LikeAbilityBlockInfo,popup,22,22,0,,UIPopup_LikeAbilityBlockInfo|Dim|BG|Bg|Text_BlockName|Item|Image_SelectBlock|PreferredMaidInfo|Block_Dese|BG|Image|Image_1,1
Assets/Resources/prefabs/ui/popup/UIPopup_LikeabilityGuide.prefab,UIPopup_LikeabilityGuide,popup,51,51,1,story,UIPopup_LikeabilityGuide|Dim|Title|Mask|TextTitle|Desc|Desc1|Image_desc1|Img_Hand_2|Img_Hand_3|Img_Hand_4|Img_Hand,2
Assets/Resources/prefabs/ui/popup/UIPopup_LikeabilityUp.prefab,UIPopup_LikeabilityUp,popup,12,12,0,,UIPopup_LikeabilityUp|BG|BG|TextGroup|Image|Text (TMP)|Image|Char|BG|Image|ProfileImg|OutLine,0
Assets/Resources/prefabs/ui/popup/UIPopup_MaidAIChatADItem.prefab,UIPopup_MaidAIChatADItem,popup,42,46,0,,UIPopup_MaidAIChatADItem|Dim|BG|Bg|Text_BlockName|Item|InGameResItemParent|UIListitem_InGameResItem|Item|IconImage|Text (TMP)|Text_Title,1
Assets/Resources/prefabs/ui/popup/UIPopup_MaidAIChatEndingImageGenerate.prefab,UIPopup_MaidAIChatEndingImageGenerate,popup,50,50,0,,UIPopup_MaidAIChatEndingImageGenerate|Dim|MasterHeart|Bg_|Image_Gem|Text_Amount|Add|Icon|BG|Bg|Text_BlockName|Item,1
Assets/Resources/prefabs/ui/popup/UIPopup_MaidChatSkip.prefab,UIPopup_MaidChatSkip,popup,19,19,0,,UIPopup_MaidChatSkip|Dim|BG|Text_Title|DescArea|Text_Desc|BtnArea|Btn_Red|Btn_Red|Image|Pattern|Text (TMP),1
Assets/Resources/prefabs/ui/popup/UIPopup_MaidCouponSelect.prefab,UIPopup_MaidCouponSelect,popup,32,32,0,,UIPopup_MaidCouponSelect|Dim|BG|Clip_B|BG|Image|Image (1)|Image (2)|Title|Race_Input|Line|CouponList,4
Assets/Resources/prefabs/ui/popup/UIPopup_MaidSelect.prefab,UIPopup_MaidSelect,popup,28,28,0,,UIPopup_MaidSelect|Dim|BG|Clip_B|BG|Image|Image (1)|Title|Image|Race_Title|Race_Input|Line,6
Assets/Resources/prefabs/ui/popup/UIPopup_MasterHeartCharge.prefab,UIPopup_MasterHeartCharge,popup,41,41,0,,UIPopup_MasterHeartCharge|Dim|MasterHeart|Bg_|Image_Gem|Text_Amount|Add|Icon|BG|Bg|Text_BlockName|Item,1
Assets/Resources/prefabs/ui/popup/UIPopup_MasterHeartChatEndingResult.prefab,UIPopup_MasterHeartChatEndingResult,popup,41,41,0,,UIPopup_MasterHeartChatEndingResult|BG|EndingImage|DefaultImage|GenerateImage|ImageGenerating|Text (TMP)|Top|BG|Gradient|Text_Ending|BottomBtns,7
Assets/Resources/prefabs/ui/popup/UIPopup_Memory_GetEffect.prefab,UIPopup_Memory_GetEffect,popup,34,37,0,,UIPopup_Memory_GetEffect|BG|Dim|Image|CardPos|CardSpawnPoint|CardName|Color|MaidName|Text (TMP) (1)|GameObject|Image,6
Assets/Resources/prefabs/ui/popup/UIPopup_MemoryCard_BuyTickets.prefab,UIPopup_MemoryCard_BuyTickets,popup,31,32,0,,UIPopup_MemoryCard_BuyTickets|Dim|BG|TitleGroup|Title|Desc|ImgGroup|Light|Particle System (2)|Ticket_Lemited|Ticket_Normal|Item_Amount,3
Assets/Resources/prefabs/ui/popup/UIPopup_MemoryCard_GachaInfo.prefab,UIPopup_MemoryCard_GachaInfo,popup,18,18,0,,UIPopup_MemoryCard_GachaInfo|Dim|BG|TextTitle|Button_Close|Img_Close|Grid|01|BG|Info_Top|BG_Bottom|Card_Name,10
Assets/Resources/prefabs/ui/popup/UIPopup_MemoryCard_GachaResult.prefab,UIPopup_MemoryCard_GachaResult,popup,31,32,0,,UIPopup_MemoryCard_GachaResult|Image|Dim|UIParticle|Image (2)|Image (3)|OnePull|Slot|TenPull|Slot (0)|Slot (1)|Slot (2),3
Assets/Resources/prefabs/ui/popup/UIPopup_MemoryCardBoard.prefab,UIPopup_MemoryCardBoard,popup,422,429,0,,UIPopup_MemoryCardBoard|Dim|BG|Banner|Image (7)|Image (3)|Image (4)|Image (5)|LightScale (1)|AllClearFX1|UFX_BtnPang|UFX_BtnPang,5
Assets/Resources/prefabs/ui/popup/UIPopup_MemoryCardInfo.prefab,UIPopup_MemoryCardInfo,popup,79,79,0,,UIPopup_MemoryCardInfo|Dim|Dim|Top|Text (TMP)|Btn_Close|Img_Close|Btn_Close2|BG|CardArea|Card|CardIn,2
Assets/Resources/prefabs/ui/popup/UIpopup_MemoryCardinfo_CardShop.prefab,UIpopup_MemoryCardinfo_CardShop,popup,79,79,0,,UIpopup_MemoryCardinfo_CardShop|Dim|BG|Text_Title|Mask|CardInfoPos|UIPopup_MemoryCardInfo|BG|CardArea|Card|CardIn|CardName,5
Assets/Resources/prefabs/ui/popup/UIPopup_MemoryCardProbability.prefab,UIPopup_MemoryCardProbability,popup,54,54,0,,UIPopup_MemoryCardProbability|Dim|BG|Clip_B|BG|linepattern|lineA|line|line (1)|line (2)|line (3)|line (4),12
Assets/Resources/prefabs/ui/popup/UIPopup_MemoryStart.prefab,UIPopup_MemoryStart,popup,23,24,0,,UIPopup_MemoryStart|Dim|BG|FX|Light|LightT|LightB|RemainTime|Txt_RemainTime|Image|BannerArea|OutLine,4
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGame_Revival.prefab,UIPopup_MiniGame_Revival,popup,36,38,0,,UIPopup_MiniGame_Revival|Dim|BG|ScoreGroup|Image|TextTitle|Text_Score|BtnGroup|TextTitle|Btn_Yes|Btn_Default|Image,5
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGameAlways_BloodWorm.prefab,UIPopup_MiniGameAlways_BloodWorm,popup,113,117,0,,UIPopup_MiniGameAlways_BloodWorm|Dim|BG|Top|Btn_Info|Info|Btn_Exit|RewardInfos|Info|Score|Reward|Info (1),3
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGameAlways_Fishing.prefab,UIPopup_MiniGameAlways_Fishing,popup,57,57,0,,UIPopup_MiniGameAlways_Fishing|Dim|BG|Top|Btn_Info|Info|Btn_Exit|RewardInfos|Info|Score|Reward|Info (1),6
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGameAlways_PuddingJump.prefab,UIPopup_MiniGameAlways_PuddingJump,popup,111,115,0,,UIPopup_MiniGameAlways_PuddingJump|Dim|BG|Top|Btn_Info|Info|Btn_Exit|RewardInfos|Info|Score|Reward|Info (1),3
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGameAlways_VendingMachine.prefab,UIPopup_MiniGameAlways_VendingMachine,popup,432,447,0,,UIPopup_MiniGameAlways_VendingMachine|Dim|BG|Top|Btn_Info|Info|Btn_Exit|RewardInfos|Info|Score|Reward|Info (1),9
Assets/Resources/prefabs/ui/popup/UIPopup_MinigameCover.prefab,UIPopup_MinigameCover,popup,90,90,1,story,UIPopup_MinigameCover|BG|BG|White|SpineAni|SpinePos|New SkeletonGraphic|Cover|Top|Bot|Left|Left_1,5
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGameEvent_BloodWorm.prefab,UIPopup_MiniGameEvent_BloodWorm,popup,852,871,1,story,UIPopup_MiniGameEvent_BloodWorm|Dim|BG|BloodWorm_Content|BloodWorm_Play|Effect_BackLight|PlayScreen|Pattern|Grass (12)|Grass (11)|Grass|Grass (1),12
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGameEvent_PuddingJump.prefab,UIPopup_MiniGameEvent_PuddingJump,popup,928,954,1,story,UIPopup_MiniGameEvent_PuddingJump|Dim|BG|Puddingjump_Content|PuddingJump_Play|Effect_BackLight|PlayWait|UIListitem_MiniGame_PuddingJump|PlayStart|Scroll View|Sky|SkyHigh,12
Assets/Resources/prefabs/ui/popup/UIPopup_MiniGameEvent_VendingMachine.prefab,UIPopup_MiniGameEvent_VendingMachine,popup,1107,1142,1,story,UIPopup_MiniGameEvent_VendingMachine|Dim|BG|VendingMachine_Content|VendingMachine_Play|Effect_BackLight|PlayScreen|PlayStart|UIListitem_MiniGame_VendingMachine|BGMask|BG|BGPattern,12
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass.prefab,UIPopup_MissionPass,popup,1,1,0,,UIPopup_MissionPass,0
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass_1.prefab,UIPopup_MissionPass_1,popup,477,482,2,loading|story,UIPopup_MissionPass_1|MissionPassMain|Dim|BG|Banner|BG|BG|1|2|Glow|New SkeletonGraphic|3,12
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass_2.prefab,UIPopup_MissionPass_2,popup,481,486,2,loading|story,UIPopup_MissionPass_2|MissionPassMain|Dim|BG|Banner|BG|BG|1|Image_2|2|Image_1|3,12
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass_Christmas_1.prefab,UIPopup_MissionPass_Christmas_1,popup,880,886,2,loading|story,UIPopup_MissionPass_Christmas_1|MissionPassMain|Dim|BG|BackPlate|Image|MissionPass_Play|Top|BG|BG|Image|UFX_Snow,12
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass_Christmas_2.prefab,UIPopup_MissionPass_Christmas_2,popup,880,886,2,loading|story,UIPopup_MissionPass_Christmas_2|MissionPassMain|Dim|BG|BackPlate|Image|MissionPass_Play|Top|BG|BG|Image|UFX_Snow,12
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass_Progress.prefab,UIPopup_MissionPass_Progress,popup,9,9,0,,UIPopup_MissionPass_Progress|BG|Text_Time|icon|Slider|Background|Fill Area|Fill|Text (TMP),0
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass_Summer.prefab,UIPopup_MissionPass_Summer,popup,810,815,2,loading|story,UIPopup_MissionPass_Summer|MissionPassMain|Dim|BG|BackPlate|L|L (1)|R|L (2)|Banner|BG|BG,12
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPass_Summer_2.prefab,UIPopup_MissionPass_Summer_2,popup,808,813,2,loading|story,UIPopup_MissionPass_Summer_2|MissionPassMain|Dim|BG|BackPlate|L|L (1)|R|L (2)|Banner|BG|BG,12
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPassClose_PassCheck.prefab,UIPopup_MissionPassClose_PassCheck,popup,22,22,0,,UIPopup_MissionPassClose_PassCheck|Dim|BG|TextTitle|BannerArea|RemainRewardList|BG|RemainRewardTitle|Text_B|BtnArea|Btn_Yes|Btn_Red,2
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPassClose_RewardGet.prefab,UIPopup_MissionPassClose_RewardGet,popup,23,23,0,,UIPopup_MissionPassClose_RewardGet|Dim|BG|BG|GameObject|TextTitle|RemainRewardAlert|RemainRewardTitle|RemainRewardList|Viewport|contents|Gradient,4
Assets/Resources/prefabs/ui/popup/UIPopup_MissionPassPurchase.prefab,UIPopup_MissionPassPurchase,popup,138,141,1,loading,UIPopup_MissionPassPurchase|Dim|BG|Refundinfo|RefundInfo|Text (TMP)|Image|Btn|SuperPremium|BGcolor|Image (1)_1|Image,5
Assets/Resources/prefabs/ui/popup/UIPopup_MoreGames.prefab,UIPopup_MoreGames,popup,26,26,0,,UIPopup_MoreGames|Dim|BG|Title|TextTitle|Btn_Close|Image|Games|Game_1|Mask|Image|Btn_Go,2
Assets/Resources/prefabs/ui/popup/UIpopup_NeedCurrency.prefab,UIpopup_NeedCurrency,popup,52,55,0,,UIpopup_NeedCurrency|Dim|BG|Text_Title|ImageArea|Image_desc1|Image|SpinePos|New SkeletonGraphic|BG|SlotGrid|Item,1
Assets/Resources/prefabs/ui/popup/UIPopup_NeedleBlockInfo.prefab,UIPopup_NeedleBlockInfo,popup,118,136,0,,UIPopup_NeedleBlockInfo|Dim|BG|Bg|Text_BlockName|Item|Image_Needle|NeedleDesc|NeedleLv1|BtnArea|Deco|Deco,5
Assets/Resources/prefabs/ui/popup/UIPopup_NewMaid.prefab,UIPopup_NewMaid,popup,36,39,1,scene,UIPopup_NewMaid|SceneObjects|DoorBG|BG|DoorBG|gradient_L|Image_1|gradient_R|Image_1|gradient_T|Image_1|gradient_B,12
Assets/Resources/prefabs/ui/popup/UIPopup_NewNpc.prefab,UIPopup_NewNpc,popup,26,27,0,,UIPopup_NewNpc|Dim|BG|Deco|Polaroid|Title_B|Polaroid_Frame|Polaroid_mask|Polaroid_BG|Title_F|Mask|Title,6
Assets/Resources/prefabs/ui/popup/UIPopup_PassClose.prefab,UIPopup_PassClose,popup,38,38,0,,UIPopup_PassClose|BG_Dim|Panel|BG|EventBannerBG|EventBannerBG_Img|EventBannerChar_Img|EventBannerTitle_Text|TextTitle|RemainRewardAlert|RemainRewardTitle|RemainRewardList,4
Assets/Resources/prefabs/ui/popup/UIPopup_PhotoCardDetail.prefab,UIPopup_PhotoCardDetail,popup,63,63,1,story,UIPopup_PhotoCardDetail|Dim|Close|Image|Story|Card|ListItem_PhotoCard|BGMask|BG|CardParent|LV|0,5
Assets/Resources/prefabs/ui/popup/UIPopup_ProduceBlockInfo.prefab,UIPopup_ProduceBlockInfo,popup,152,152,0,,UIPopup_ProduceBlockInfo|Dim|BG|Bg|Top|Text_BlockName|Btn_Close|Img_Close|Current_Block|Image_SelectBlock|Text_SelectBlock_Level|NoMerge,12
Assets/Resources/prefabs/ui/popup/UIpopup_Profilepurchase.prefab,UIpopup_Profilepurchase,popup,35,35,0,,UIpopup_Profilepurchase|Dim|ProfileArea|UIUserProfile|Bg_ExpBG|BG|Image_ExpGauge|ProfileMask|ProfileImgPos|OL|FramePos|Text_Level,1
Assets/Resources/prefabs/ui/popup/UIPopup_QuestInfoList.prefab,UIPopup_QuestInfoList,popup,42,42,0,,UIPopup_QuestInfoList|Dim|BG|Clip_B|BG|linepattern|lineA|line|line (1)|line (2)|line (3)|line (4),12
Assets/Resources/prefabs/ui/popup/UIPopup_RequestGroupInfo.prefab,UIPopup_RequestGroupInfo,popup,299,302,0,,UIPopup_RequestGroupInfo|Dim|BG|SpinePos|Dialog|Shadow|BG|Outline|Tail|Text (TMP)|Main|'SpineMatePos ',2
Assets/Resources/prefabs/ui/popup/UIPopup_RequestMainPointInfo.prefab,UIPopup_RequestMainPointInfo,popup,50,56,0,,UIPopup_RequestMainPointInfo|Dim|BG|BannerArea|BG|StoneGroup|OFF|ON|AllClearFX2|Image|AllClearFX1|Stone_F,6
Assets/Resources/prefabs/ui/popup/UIPopup_Reward_CustomerCoupon.prefab,UIPopup_Reward_CustomerCoupon,popup,80,82,0,,UIPopup_Reward_CustomerCoupon|Dim|CustomerPos|CouponParent|SelectCouponRewardPopup|Text_Title|Desc|Dim|Btn_01|Item|Amount_text1|Slot_Info,4
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGet_CardAllComplete.prefab,UIPopup_RewardGet_CardAllComplete,popup,20,21,0,,UIPopup_RewardGet_CardAllComplete|Dim|BG|Icon_EventItem|Deco|light|light2|Image|Image|Image|Image (1)|Particle System (2),3
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGet_CardGroupComplete.prefab,UIPopup_RewardGet_CardGroupComplete,popup,540,547,0,,UIPopup_RewardGet_CardGroupComplete|Dim|BG|Icon_EventItem|Deco|light|light2|CardList|Card (10)|UIListItem_PhotoCard|Card|Back,4
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGet_CardPack.prefab,UIPopup_RewardGet_CardPack,popup,19,21,0,,UIPopup_RewardGet_CardPack|Dim|BG|UIParticle|Scroll View|Viewport|ItemGrid|Top|Bottom|Image|Pack|SkeletonGraphic (CardPack_Spine),1
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGet_Costume.prefab,UIPopup_RewardGet_Costume,popup,44,46,1,scene,UIPopup_RewardGet_Costume|SceneObjects|BG|Image|GameObject|BG_1|BG_3|BG_2|BG_3|Image|Image_1|Light,7
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGet_HighKuji.prefab,UIPopup_RewardGet_HighKuji,popup,59,65,0,,UIPopup_RewardGet_HighKuji|Dim|BG|Kuji|Plate|Text (TMP)|UIParticle|BotMask|Image (3)|Text_Group|Text (TMP) (1)|Ani,0
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGet_InGameRes.prefab,UIPopup_RewardGet_InGameRes,popup,20,21,0,,UIPopup_RewardGet_InGameRes|Dim|BG|Icon_EventItem|Deco|light|light2|Image|Image|Image|Image (1)|Particle System (2),3
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGetAddScale.prefab,UIPopup_RewardGetAddScale,popup,41,43,0,,UIPopup_RewardGetAddScale|Dim|BG|Icon_EventItem|Deco|light|light2|Image|Image (2)|Image (3)|Image (1)|Particle System (2),3
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGetMaidCoin.prefab,UIPopup_RewardGetMaidCoin,popup,15,16,0,,UIPopup_RewardGetMaidCoin|Dim|BG|Icon_EventItem|Title|Deco|Particle System (2)|Scroll View|Viewport|ItemGrid|Scrollbar Vertical|Sliding Area,3
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGetMaidRelationship.prefab,UIPopup_RewardGetMaidRelationship,popup,21,22,0,,UIPopup_RewardGetMaidRelationship|Dim|BG|Icon_EventItem|Deco|MaidParent|light|light2|Image|Image|Image|Image (1),3
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGetNormal.prefab,UIPopup_RewardGetNormal,popup,20,21,0,,UIPopup_RewardGetNormal|Dim|BG|Icon_EventItem|Deco|light|light2|Image|Image|Image|Image (1)|Particle System (2),3
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGetPhotoCard.prefab,UIPopup_RewardGetPhotoCard,popup,361,363,0,,UIPopup_RewardGetPhotoCard|Dim|BG|Icon_EventItem|Single|Gage|BG|Gage|Count|Deco|Particle System (2)|PhotocardParent,12
Assets/Resources/prefabs/ui/popup/UIPopup_RewardGetUserProfile.prefab,UIPopup_RewardGetUserProfile,popup,20,21,0,,UIPopup_RewardGetUserProfile|Dim|BG|Icon_EventItem|Deco|light|light2|Image|Image|Image|Image (1)|Particle System (2),3
Assets/Resources/prefabs/ui/popup/UIPopup_RoomQuestInfo.prefab,UIPopup_RoomQuestInfo,popup,92,94,1,story,UIPopup_RoomQuestInfo|Dim|BG|BGGroup|Clip_B|BG|linepattern|line|line (2)|line (3)|line (4)|line (5),12
Assets/Resources/prefabs/ui/popup/UIpopup_Roulette_RatePopup.prefab,UIpopup_Roulette_RatePopup,popup,118,118,0,,UIpopup_Roulette_RatePopup|Dim|BG|Text_Title|TextArea|Desc_1|Desc_1 (1)|ImageArea|Desc_2|Tag|Tag1|Text (TMP),2
Assets/Resources/prefabs/ui/popup/UIPopup_SaveCampaign.prefab,UIPopup_SaveCampaign,popup,41,41,0,,UIPopup_SaveCampaign|BG_Dim|Panel|Char|Image (2)|Text (TMP)|Title|TextTitle|Btn_Close|Image|Deco|Image (7),5
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPass_Christmas_2025.prefab,UIPopup_SeasonPass_Christmas_2025,popup,232,256,1,story,UIPopup_SeasonPass_Christmas_2025|Dim|BannerBG|MainImg|Illust|Black_L|Black_R|Black_B|Black_T|Gradient|Gradient|Gradient_B,12
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPass_Guide.prefab,UIPopup_SeasonPass_Guide,popup,48,49,0,,UIPopup_SeasonPass_Guide|Dim|Desc|Desc|Desc1|Image_desc1|MergeDesc|Merge1|Merge2|MergeResult|EventItem_Merge|LightStick,3
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPass_Halloween_2025.prefab,UIPopup_SeasonPass_Halloween_2025,popup,230,250,1,story,UIPopup_SeasonPass_Halloween_2025|Dim|BannerBG|MainImg|Black_L|Black_R|Black_B|Gradient|Gradient|Gradient_B|White|BG,12
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPass_Purchase_Christmas_2025.prefab,UIPopup_SeasonPass_Purchase_Christmas_2025,popup,240,245,1,loading,UIPopup_SeasonPass_Purchase_Christmas_2025|Dim|BG|SuperPremium|Image|Image_1|Image_2|TextTitle|Button|Text (TMP)|UIButtonCover|LoadingImage,10
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPass_Purchase_Halloween_2025.prefab,UIPopup_SeasonPass_Purchase_Halloween_2025,popup,229,233,1,loading,UIPopup_SeasonPass_Purchase_Halloween_2025|Dim|BG|SuperPremium|Image|Image_1|Image_2|TextTitle|Button|Text (TMP)|UIButtonCover|LoadingImage,7
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPass_Purchase_Summer_2025.prefab,UIPopup_SeasonPass_Purchase_Summer_2025,popup,318,323,1,loading,UIPopup_SeasonPass_Purchase_Summer_2025|Dim|BG|SuperPremium|Image|Image_1|Image_2|TextTitle|Button|Text (TMP)|UIButtonCover|LoadingImage,9
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPass_Summer_2025.prefab,UIPopup_SeasonPass_Summer_2025,popup,193,210,1,story,UIPopup_SeasonPass_Summer_2025|Dim|BannerBG|MainImg|Gradient|Gradient|White|BG|Flear|BackPlate|BG_L|Color,12
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPassGuide_Christmas_2025.prefab,UIPopup_SeasonPassGuide_Christmas_2025,popup,48,49,0,,UIPopup_SeasonPassGuide_Christmas_2025|Dim|Desc|Desc|Desc1|Image_desc1|MergeDesc|Merge1|Merge2|MergeResult|EventItem_Merge|LightStick,3
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPassGuide_Halloween_2025.prefab,UIPopup_SeasonPassGuide_Halloween_2025,popup,47,48,0,,UIPopup_SeasonPassGuide_Halloween_2025|Dim|Desc|Desc|Desc1|Image_desc1|Img_Production|Img_Effect_glow|Img_Effect_Rotate|Img_EventBlock|Img_Hand|Txt_desc1,3
Assets/Resources/prefabs/ui/popup/UIPopup_SeasonPassGuide_Summer_2025.prefab,UIPopup_SeasonPassGuide_Summer_2025,popup,48,49,0,,UIPopup_SeasonPassGuide_Summer_2025|Dim|Desc|Desc|Desc1|Image_desc1|MergeDesc|Merge1|Merge2|MergeResult|EventItem_Merge|LightStick,3
Assets/Resources/prefabs/ui/popup/UIPopup_SelectBox.prefab,UIPopup_SelectBox,popup,43,43,0,,UIPopup_SelectBox|Dim|Light|Glow|Item|BG|Text_Title|Desc|Dim|Btn_Close|Img_Close|Btn_01,4
Assets/Resources/prefabs/ui/popup/UIPopup_SeriouslyMerge.prefab,UIPopup_SeriouslyMerge,popup,182,184,0,,UIPopup_SeriouslyMerge|Dim|BG|Select1|BG|Deco|Deco (1)|UpgradeFXs|Upgrade1|1|2|Text_Upgrade,4
Assets/Resources/prefabs/ui/popup/UIPopup_SeriouslyMergeGuide.prefab,UIPopup_SeriouslyMergeGuide,popup,161,163,0,,UIPopup_SeriouslyMergeGuide|Dim|Title|Mask|TextTitle|Desc|Desc1|Image_desc1|Image_desc1_1|Image|BG (1)|BG (2),2
Assets/Resources/prefabs/ui/popup/UIPopup_SeriouslyMergeInfo.prefab,UIPopup_SeriouslyMergeInfo,popup,148,150,0,,UIPopup_SeriouslyMergeInfo|Dim|Image|Text (TMP) (2)|Text (TMP) (3)|BGSlotImg|1|BG|Text (TMP)|2|BG|Text (TMP),2
Assets/Resources/prefabs/ui/popup/UIPopup_SpecialAttendancePackage.prefab,UIPopup_SpecialAttendancePackage,popup,195,196,0,,UIPopup_SpecialAttendancePackage|Dim|BG|Image|SpineMask|SpinePos|New SkeletonGraphic|Npc_Dialog|Icon_Dialog|Image|Text_Dialog|Board,3
Assets/Resources/prefabs/ui/popup/UIPopup_SubMapEnd_RewardGet.prefab,UIPopup_SubMapEnd_RewardGet,popup,23,23,0,,UIPopup_SubMapEnd_RewardGet|Dim|BG|BG|BannerArea|TextTitle|RemainRewardAlert|RemainRewardTitle|RemainRewardList|Viewport|contents|Gradient,3
Assets/Resources/prefabs/ui/popup/UIPopup_TicketInfo.prefab,UIPopup_TicketInfo,popup,11,11,0,,UIPopup_TicketInfo|Dim|BG|Bg|Text_BlockName|Item|Image_Needle|TicketDesc|Text_Desc_Lv1|Btn_Close|Icon_Close,2
Assets/Resources/prefabs/ui/popup/UIPopup_UnlockNewFurniture.prefab,UIPopup_UnlockNewFurniture,popup,61,62,0,,UIPopup_UnlockNewFurniture|Dim|BG|Deco|Title_B|FurnitureArea|BG|BG2|Mask|Contents_Furniture|Particle System (2)|Title_F,4
Assets/Resources/prefabs/ui/popup/UIPopup_VillageBuild.prefab,UIPopup_VillageBuild,popup,43,43,0,,UIPopup_VillageBuild|BG|Gradient|Image|Image_10|Image_13|Image_2|Image_3|Image_14|Image_16|Image_15|Image_17,2
Assets/Resources/prefabs/ui/popup/UIPopup_VillageBuildLegacy.prefab,UIPopup_VillageBuildLegacy,popup,199,211,0,,UIPopup_VillageBuildLegacy|Block|BtnClose|BG|BtnClose2|Change|LeftArrow|Image_Circle|Image_Circle (1)|RightArrow|Image_Circle|Image_Circle (1),3
Assets/Resources/prefabs/ui/popup/UIPopup_WhiteDayPackage.prefab,UIPopup_WhiteDayPackage,popup,277,277,0,,UIPopup_WhiteDayPackage|Dim|BG|Contents|UIListitem_EnergyBottle_1|Straw|Image (2)|Image (3)|Image (4)|Image (1)|BG|OutLine,6
Assets/Resources/prefabs/ui/popup/UIPopup_WorkLog_GetDouble.prefab,UIPopup_WorkLog_GetDouble,popup,40,42,0,,UIPopup_WorkLog_GetDouble|Dim|BG|UIListItem_RewardItem|Item_Icon_Reward|Item_Block_Reward|Item_ObjectParent_Reward|TextAmount|Arrow|Icon|UIListItem_RewardItem (1)|Item_Icon_Reward,0
Assets/Resources/prefabs/ui/popup/UIPopup_WorkLogGuide.prefab,UIPopup_WorkLogGuide,popup,87,87,0,,UIPopup_WorkLogGuide|Dim|Title|Mask|TextTitle|Desc|Desc1|Image_desc1|UIListitem_DailyMission|BG|Deco|Color,3
